,id,example,lables,label
3768233_gab,3768233_gab,<user> abortion is one of the big issues i have with the christ cucks could you image the us today with an extra <number> million ghetto dindus the large drops in crime we saw in the 9 0 were due partly to abortion legalized in the 7 0,"['normal', 'offensive']",offensive
26787745_gab,26787745_gab,more proof that immigrants have rights invaders have rights criminals have rights and citizens do not have rights and all this is paid for with citizen tax dollars,"['normal', 'offensive']",offensive
20055826_gab,20055826_gab,god dam i almost sneezed mah lung out i hope dis nigger air i am breathing ain t giving me aids,['hatespeech'],hatespeech
1172966232640950272_twitter,1172966232640950272_twitter,note if you are <number> and upwards you are not retarded you are extra retarded for being <number> years old or younger and on twitter,"['hatespeech', 'offensive']",offensive
11913908_gab,11913908_gab,it clearly states that glorifying violence is against the bitchute tos so i guess every heavy metal song ever written is out of the question then as well whatever these people are fucking retarded lol,"['normal', 'offensive']",offensive
1171521116570959872_twitter,1171521116570959872_twitter,<user> omg yes arab muslims rise 👁 ️ 👄 👁 ️,"['normal', 'offensive']",normal
13372288_gab,13372288_gab,and this is the thanks the bitch gives,['offensive'],offensive
1171137010599387136_twitter,1171137010599387136_twitter,redskins twitter after a loss is a fucking cesspool,"['normal', 'offensive']",offensive
1179087428243480576_twitter,1179087428243480576_twitter,<user> <user> so do buddhists so do hindus sikhs because a refugee is a refugee most countries thankfully do not discriminate accepting refugees based on the religion they follow,['normal'],normal
25847294_gab,25847294_gab,a foreign nigger is lord mayor of sheffield,"['hatespeech', 'offensive']",hatespeech
13380422_gab,13380422_gab,that <user> a fat kike liar profitmonger censor <user> a pajeet fucking a confirmed kike and a couple sand niggers but they duped gab fam out of 1 0 0 of thousands of dollars lol,['hatespeech'],hatespeech
4787035_gab,4787035_gab,why is it we always read about muslim scum raping and gang raping caucasian women but never about caucasians raping or gang raping muslim women,"['hatespeech', 'normal', 'offensive']",normal
16430676_gab,16430676_gab,i never thought about race in terms of iq or nationalism it wasn t until the stupid left under dindunuffin obama that the anti white screed began to get loud and now i am a white nationalist thanks to the racist left i am embracing my ancestry my genes my origins white and proud,['normal'],normal
10658326_gab,10658326_gab,where is this shit coming from i grew up in the cleveland ghetto in the <number> and black people were there my favorite tool in my pocket was an <number> inch stiletto i carried always nobody ever bothered me,"['normal', 'offensive']",offensive
1178720035604271108_twitter,1178720035604271108_twitter,<user> <user> we did not like them trying to be white like how the jews ran off people do not realize blacks are not anti semitic we are mad at them for abandoning us to go be white with white people when they used to be with us we are always left behind 😿,['normal'],normal
17819498_gab,17819498_gab,you are a fucking mush brain jew i fucking know that about iq and never said any different i said that a shitskin thinks a white woman is an upgrade because they do because she is you are like in the mossad special education classes for slow jews or something,['hatespeech'],hatespeech
1179094957690408965_twitter,1179094957690408965_twitter,old white people really think they are entitled wow do not doubt the power i have over your exams bitch,['normal'],normal
1179007767492870144_twitter,1179007767492870144_twitter,came in to the pharmacy playing stone temple pilots too loud and was asked why i was playing angry music by my coworker bitch it not angry music but you the reason,['offensive'],offensive
2102116_gab,2102116_gab,<user> hot take incoming more racism and sexism from minorities than the white majority in this country,"['normal', 'offensive']",normal
11539399_gab,11539399_gab,please people please stop posting photos of that ulgy bitch that lost the election and of that moslem faggot that never was president please im sick of their faces,['hatespeech'],hatespeech
1178678509255872512_twitter,1178678509255872512_twitter,<user> but are not the screamers white too how do they know she is not a holocaust survivor,['normal'],normal
5461604_gab,5461604_gab,that faggot piece of shit to the right is german not swedish although his kind exists here too,['hatespeech'],hatespeech
18559639_gab,18559639_gab,tell senor spic fuentes that he should send better ppl you are pathetic my dude,"['hatespeech', 'offensive']",hatespeech
1179101097102843908_twitter,1179101097102843908_twitter,<user> there will be one day when both the clubs play in the same league hope fully a bigger one than any we have now until then i am both gkfc and kbfc no retarded fan boy could change that,"['normal', 'offensive']",normal
8010518_gab,8010518_gab,or you know how other groups have black only or spic only white only,"['hatespeech', 'offensive']",hatespeech
4632643_gab,4632643_gab,laura silsby prt <number> in the aftermath of silsby arrest her originally retained lawyer jorge puello was arrested in connection with an international smuggling ring accused of trafficking women and minors from central america and haiti,['normal'],normal
13395977_gab,13395977_gab,i must ve been lucky back in my days of chasing poon as i found jewish women to be very easy as long as i pretended to have money,"['hatespeech', 'offensive']",offensive
14439827_gab,14439827_gab,bill clinton raped multiple women and lied under oath not a single democrat voted to remove him from office we refuse to accept their claimed moral authority and we will vote in our own interests as we see fit regardless of what lies the washington post chooses to print,"['normal', 'offensive']",offensive
697906695239028736_twitter,697906695239028736_twitter,silent ive learned a lot in my life corn can be white red amp sometimes blue mars takes about <number> years to get to and you re the biggest retard,"['normal', 'offensive']",offensive
1119005968451264512_twitter,1119005968451264512_twitter,<user> alright seriously fuck it is a fucking medieval nightmare over there this shit is fucked up how do we stop this,"['normal', 'offensive']",offensive
24176160_gab,24176160_gab,holy shit the governor of new york is a gay black jewish muslim,['offensive'],offensive
21644405_gab,21644405_gab,pennsylvania is not sure if it wants to go full retard or stay gop,['offensive'],offensive
1162840702469828608_twitter,1162840702469828608_twitter,<user> the nazis like you got owned today owned,"['normal', 'offensive']",normal
1160549203191275520_twitter,1160549203191275520_twitter,fuck off nigger,['hatespeech'],hatespeech
25902138_gab,25902138_gab,the muzzies and black churches have always been given a pass this primarily helps conservative churches that have been silent on political issues out of fear of losing their 5 0 1 c3 status,"['hatespeech', 'offensive']",hatespeech
1179034151481233411_twitter,1179034151481233411_twitter,<user> only reason islamists tweet this ridiculous stuff is because left loonies who are closet jihadis themselves support this ridiculous notion show me one muslim country where minorities are not being killed and women are not being caned or stoned in public,['normal'],normal
10706335_gab,10706335_gab,that nigger does not need another reason to hang,['hatespeech'],hatespeech
1178998773814632448_twitter,1178998773814632448_twitter,when yo nigga know you clean he will lick on every part of you 💯 you dirty bitches can not relate 🤷 🏾 ‍ ♀️ 🥵,"['normal', 'offensive']",offensive
1077782730111369218_twitter,1077782730111369218_twitter,<user> lol jesus wasn ’ t a refugee him mary and joseph just went to a different part of the roman empire,['normal'],normal
1179047499216179202_twitter,1179047499216179202_twitter,<user> i hate everything about this film not to mention it basically validating radical white violence as a result of being forgotten by society,['normal'],normal
23793423_gab,23793423_gab,fine by me i am a jew not a raghead semite,"['normal', 'offensive']",offensive
16676286_gab,16676286_gab,obama allowed the cia a free hand in syria resulting in the absolute jihadi chaos which benefited the worthless kikes this is how we ended up backing moderate kebab that behead <number> year old christian kids trump ended this and allowed russia to massacre the sandniggers you are fucking retarded,"['hatespeech', 'offensive']",hatespeech
1179090577004138497_twitter,1179090577004138497_twitter,<user> <user> <user> <user> the mcimpeachment mcfiasco is all about angering illegal immigrants to mcvote mcdemocrat,['normal'],normal
21547229_gab,21547229_gab,whatever ivan bollockov you keep flapping like a bitch i will get your dad to turn your wifi off and confiscate your phone,"['normal', 'offensive']",offensive
20972048_gab,20972048_gab,she not wrong though normies nogs and queers have no idea but without white europeans and the colonialists dabbling in the slave trade for the short time they did blacks would have never had american opportunities they should all be saying thank you,['hatespeech'],hatespeech
1089638785648914434_twitter,1089638785648914434_twitter,all of these niggas is average,['normal'],normal
23505696_gab,23505696_gab,all those poor police officers and social workers i mean they would have been raked over the coals and called some awful things if they d actually protected those vulnerable young girls who were raped and killed by muslim savages,"['hatespeech', 'offensive']",offensive
21259527_gab,21259527_gab,thankfully in the united states conservative women embrace the power of being feminine they celebrate in the glory of the differences between the two sexes unlike liberal feminists they grow armpit hair and believe that makes them somehow superior,"['normal', 'offensive']",offensive
1168181179725443072_twitter,1168181179725443072_twitter,<user> <user> so not only are they retarded they are ridiculous,['offensive'],offensive
27894822_gab,27894822_gab,the donald did the same worse than a spic or nigger he let his slut daughter wed a malignant jew,['offensive'],offensive
1193959291838971907_twitter,1193959291838971907_twitter,today quote from my very gay partner i forgot men could have girlfriends,['normal'],normal
26013437_gab,26013437_gab,who gives a fuck what the liberals do oh is this some retarded we have to be better than the liberals thing fuck that we have to win moral victories are for losers,['offensive'],offensive
1179087220613029889_twitter,1179087220613029889_twitter,saying you hate all white people men straights is not funny or quirky oh my god,['normal'],normal
1233996818159153153_twitter,1233996818159153153_twitter,<user> <user> i hate erdogan but you are racist nazi sucker,"['hatespeech', 'normal', 'offensive']",normal
14428911_gab,14428911_gab,it is already illegal for people to be raped or physically harmed words themselves do not rape or physically harm people all words should be allowed,['normal'],normal
1179077595633213442_twitter,1179077595633213442_twitter,on the gathering storm comes a posh retarded man in a semen marked suit with his currency plans,"['normal', 'offensive']",normal
20016023_gab,20016023_gab,a bunch of people on the payroll of qatar saudi arabia and israel advocate that this country takes in a massive amount of immigrants and let them vote and then turn around and lose their minds that a handful of russians bought some ad space,"['normal', 'offensive']",offensive
20989384_gab,20989384_gab,i hope there are not many of my fellow asians in sweden high chance of falling victim to islamic rape gangs in that country,"['hatespeech', 'normal']",hatespeech
1179495889393479680_twitter,1179495889393479680_twitter,<user> or the gay person is open about their sexuality like wow what a miracle,"['normal', 'offensive']",offensive
1249038455902031873_twitter,1249038455902031873_twitter,<user> i just saw your ghetto gaggers video why did you change your name from harmony rose 😔,['normal'],normal
4607686_gab,4607686_gab,work hard this week usfam the democrats need a few million more immigrants and refugees to steal the next election,"['hatespeech', 'normal', 'offensive']",hatespeech
1091120440305692672_twitter,1091120440305692672_twitter,<user> that nothing alan partridge was <number>,['normal'],normal
1179105068295114752_twitter,1179105068295114752_twitter,<user> it all white people so i am nothing but skeptical,['normal'],normal
1179080461341089792_twitter,1179080461341089792_twitter,all white boys do is lie and punch walls,"['normal', 'offensive']",normal
25502005_gab,25502005_gab,morning fag kike <user>,['hatespeech'],hatespeech
13532599_gab,13532599_gab,why can not women be catholic priests because you can not shove a vagina up a little boy arse,"['hatespeech', 'offensive']",hatespeech
1184497060042682374_twitter,1184497060042682374_twitter,<user> <user> lol here the other crazy bitch go read the other tweet ma am,['offensive'],offensive
1167947091445813249_twitter,1167947091445813249_twitter,<user> <user> all of the illegal immigrants coming from checks notes the aquapeople residing in the gulf of mexico,"['hatespeech', 'normal', 'offensive']",normal
1264266111907885061_twitter,1264266111907885061_twitter,idk why people think they went off when they say “ go back to palestine ” that ’ ltrly the goal y ’ all kno what a refugee is,"['normal', 'offensive']",normal
17589879_gab,17589879_gab,mm i d differ lots whores in jew wood swallowing daily but they are perpetually swallowing a clue lies in what arabs noted in wars against jews jews had strong jew identity so they won another talmud has edict that jews should help other jews jews network and collude mobile ethno state,"['hatespeech', 'normal']",hatespeech
1179096046653313025_twitter,1179096046653313025_twitter,omg unchanged again bielsa your a cunt eddie 😭 😭,"['normal', 'offensive']",offensive
1099278390941700096_twitter,1099278390941700096_twitter,<user> we have no self respect shameless left labor is filling this country with terrorists and jihadis in the name of allah,['offensive'],offensive
1176555623586107393_twitter,1176555623586107393_twitter,twitter would have flooded with islamophobic topic if it was other way around but anyways ohm namah shivaya,['normal'],normal
14196166_gab,14196166_gab,nigger y am i not on the list i am actually aryan and i still fuck with larping stormfags like it my job,['hatespeech'],hatespeech
1179083861441093632_twitter,1179083861441093632_twitter,<user> <user> <user> they d probably say it tends toward redneck new zealander but the sentiment is the same,"['normal', 'offensive']",offensive
21937906_gab,21937906_gab,fuck the hell out of new orleans nothing but niggers faggots nigger faggots trannies freaks and more fucking niggers,['hatespeech'],hatespeech
1178507517242068993_twitter,1178507517242068993_twitter,god digs that trailer trash preacher <user>,['normal'],normal
1178468053274771456_twitter,1178468053274771456_twitter,i fucking hate white socks they literally make me feel like a whole other person when i am wearing them,['normal'],normal
26597980_gab,26597980_gab,did you know i argued with a nazi for a good long who argued that hot idf female soldiers are actually ukrainian models he provided absolutely no proof when pressured even reveled in the fact that he was full of shit,['offensive'],offensive
12654394_gab,12654394_gab,yes stay off the streets history shows that communists will escalate the violence far beyond what we have seen counter protests only give their media cohorts the opportunity to frame retaliation as instigation there are more effective ways to respond,['normal'],normal
16349668_gab,16349668_gab,this is not shocking this is islam it what they do islam teaches non believers deserve whatever they get the quicker people get this fact the better,['hatespeech'],hatespeech
15226898_gab,15226898_gab,she a half nigger mutt,"['hatespeech', 'offensive']",hatespeech
1179020513445912576_twitter,1179020513445912576_twitter,<user> i would also say that not too bad considering the country got raped by the us,['normal'],normal
25524437_gab,25524437_gab,others just want it to be more faggot friendly towards the trannies,['hatespeech'],hatespeech
8264516_gab,8264516_gab,daily reminder that with the jews you lose do not believe me just ask jesus,"['hatespeech', 'normal', 'offensive']",hatespeech
1178821663690854402_twitter,1178821663690854402_twitter,niggas talk about bruh for kissin teanna trump like the hoe they currently fuckin not doin the same shit niggas dnt even make sense,['normal'],normal
27438106_gab,27438106_gab,the calibre of labour mps anti white mps must be designated her father ran off with a <number> yr old her mother poisoned her lover did <number> yrs in jail became an mp by default and told raped white kids by her paki brothers to shut their mouths,"['normal', 'offensive']",normal
1179009569802117120_twitter,1179009569802117120_twitter,no no do not let that nigger waste your time go fuck on his homeboy,"['hatespeech', 'offensive']",hatespeech
1174296308238168064_twitter,1174296308238168064_twitter,quoting ignazio silone is not a personality,['normal'],normal
18208872_gab,18208872_gab,its the islamic signal they are ready and willing to be anally bred by goats or another moslem obviously,['hatespeech'],hatespeech
18425911_gab,18425911_gab,syrians are arabs why didnt they run to saudi kuwait qatar eh syrians do not speak german either syrians have run to the money vile gimmegrants,['offensive'],offensive
12902420_gab,12902420_gab,see i agree with that <percent> the key is choice it <user> who does not seem to believe in choice she thinks everyone should be like her i disagree she also thinks it ok to call people dykes and faggots so we disagree on multiple fronts,['normal'],normal
1164183794125103104_twitter,1164183794125103104_twitter,chicks b thinkin cause the females nigga will not raw em out not how life works,"['hatespeech', 'normal', 'offensive']",hatespeech
17536576_gab,17536576_gab,oprah is an affirmative action piece of shit fat ass nigger bitch,['hatespeech'],hatespeech
1179083776611291136_twitter,1179083776611291136_twitter,<user> <user> <user> <user> <user> <user> i am a democrat you dont know my side white people get called immigrants and told to go back to where they came from too,['normal'],normal
17320722_gab,17320722_gab,as a general rule right wing men and women are more sexually dimorphic than left wing men and women you often can not tell the difference between them hairy purple haired dykes and limp wristed bugmen are disgusting on a very deep level,"['hatespeech', 'normal', 'offensive']",hatespeech
25090456_gab,25090456_gab,i took my son along to his friend 1 0 th birthday party his dad is a policeman after playing musical chairs the kids all pinned a rape on a niglet who was there,['hatespeech'],hatespeech
18494335_gab,18494335_gab,as kids we use to joke that the best sight was to see a nigger swimming back across the rio grande with a spic under each arm,['hatespeech'],hatespeech
1080891149424836609_twitter,1080891149424836609_twitter,if ya nigga ever say that bitch ain t yo friend you better believe him 💯 😭,['normal'],normal
1179092284350046208_twitter,1179092284350046208_twitter,finally found it taken nearly an hour thursday channel <number>,['normal'],normal
25799382_gab,25799382_gab,trump containing silence on the sa genocide and his grovelling for israhell tells us who this guy really is and who he works for trump is a traitorous pig along with his filthy kike first bitch nin nuke israhell now,['hatespeech'],hatespeech
1170552563726315520_twitter,1170552563726315520_twitter,dude i ’ ve been having no fun for the last like <number> months gaming without a headset is fucking retarded,['offensive'],offensive
14928699_gab,14928699_gab,why are libtards bitching and moaning that washington redskins logo is derogatory demeaning i have not heard a single fellow greek bitch and moan about michigan using our spartans for their logo or a single condom bitching and moaning about usc using the name trojan for theirs 😏,['offensive'],offensive
8028903_gab,8028903_gab,proud of president trump told <number> muslin nations we are partners in fight against radical islamic terrorism but usa not doing it alone,['normal'],normal
1179014998670086149_twitter,1179014998670086149_twitter,ooh my car so retarded this bitch just farted,['normal'],normal
13892226_gab,13892226_gab,sure we have been outbred by niggers i guess you have not been outside a city like new york d.c. or la huh we pushed our niglets into ghettos while we whites live in suburbia rural america,"['hatespeech', 'normal', 'offensive']",hatespeech
1108134533830983680_twitter,1108134533830983680_twitter,<user> damn i forgot you do security lmfao you do not count tho hoe lmao,"['normal', 'offensive']",offensive
18229799_gab,18229799_gab,psychopathic inbred kike djuggie schooma manages to eat his own anus,['hatespeech'],hatespeech
1179095699826323456_twitter,1179095699826323456_twitter,<user> nope they should be praying i dont have a new nigga bitch by time they get out,['normal'],normal
12597139_gab,12597139_gab,the french deserve to either end up as dhimmi moslem slaves or dead could there be anything more stupid apart from the politicians now running european countries france paris muslim islam islamofascism,"['hatespeech', 'normal']",normal
1179082751737249792_twitter,1179082751737249792_twitter,white girls black guys 🤝 teaching white boys to condition their hair everyday,['normal'],normal
1180870622861127681_twitter,1180870622861127681_twitter,my shoe plug going back to his home country and i need those sbb <number>,['normal'],normal
1178837824625401856_twitter,1178837824625401856_twitter,hogan is the definition of white trash,['offensive'],offensive
13014197_gab,13014197_gab,a real piece of work also bending over for the arabs metruth ausfam,"['normal', 'offensive']",offensive
17018343_gab,17018343_gab,i often wondered if the kike psycho tortured and brain washed him while he was incarcerated,['hatespeech'],hatespeech
24036438_gab,24036438_gab,you brainless nigger loving faggots chose the flag of sierra leone for the white movement shit does not get any funnier than that,['hatespeech'],hatespeech
1171703732406489088_twitter,1171703732406489088_twitter,cat dicks have barbs so it can scrape out competing sperm,['normal'],normal
14407236_gab,14407236_gab,muh legacy is shitty he stirred up a hurricane of hate against police white people anybody who opposed him he was more interested in his marxist muslim agenda then bringing our country together,"['normal', 'offensive']",normal
1182326476101836800_twitter,1182326476101836800_twitter,gentle reminder that game journalists are boot licking retards all of them,"['hatespeech', 'offensive']",offensive
22590028_gab,22590028_gab,i thought we all voted on woodchipper feet first for the cucks not cats leave the cats alone you want to kill something find a jew nigger muslim or wetback do something that benefits civilization,['hatespeech'],hatespeech
25559889_gab,25559889_gab,i understand nazi faggot code you are calling it quits but we both knew you would fag out lol,"['hatespeech', 'normal']",hatespeech
7481526_gab,7481526_gab,i live there we do not want people jaunting over to vote and make us the same kind of hellhole they came from especially not if soros the nazi jewhunter is involved,"['normal', 'offensive']",offensive
1178863684636069894_twitter,1178863684636069894_twitter,if you want a picture of the future imagine a voice squatting on a refugee dream — ocassionally,['normal'],normal
9468538_gab,9468538_gab,not a single peep from racist nigger obama nor vapid cunt hillary nor heeb bernie fuck you,['hatespeech'],hatespeech
4057435_gab,4057435_gab,jews are white sandniggers,['hatespeech'],hatespeech
21467979_gab,21467979_gab,i have been waiting for nigger music to die out as a fad for over a decade but it seems as if the problem is only getting worse,['hatespeech'],hatespeech
1254517888599429125_twitter,1254517888599429125_twitter,i am confused how a president blocked stimulus checks for those who married to immigrants while he himself married to an immigrant,"['normal', 'offensive']",normal
25908498_gab,25908498_gab,the flying nun muzzie style,"['hatespeech', 'offensive']",hatespeech
17077636_gab,17077636_gab,people care more about violence against animals then they do children,"['normal', 'offensive']",offensive
1144577656178053120_twitter,1144577656178053120_twitter,sindh wants no more refugees afghan refugees should be deported to their own land deportafghanrefugees deportafghanrefugees,"['hatespeech', 'normal', 'offensive']",offensive
1179024008446173186_twitter,1179024008446173186_twitter,<user> <user> <user> actually he insulted me first you on the left bitch and call us racist just because we do not believe in allowing illegal immigrants into this country you people really need help,"['normal', 'offensive']",normal
14548898_gab,14548898_gab,well i am not sure you would be able to provide any statistical data to back this up what has been shown is that many advisers to politicians are bame e g the rabid leftie moslem woman often on sky news papers who was an adviser thick as shit to ed milibrain,"['hatespeech', 'normal']",normal
4324362_gab,4324362_gab,<user> you are welcome what we do what we must all do is work together share the knowledge and the skills and bring about asap the genocide of every last vile kike from our nations,['hatespeech'],hatespeech
21573075_gab,21573075_gab,and all this butthurt faggotry just makes me want to join twp to spite you queers,"['hatespeech', 'offensive']",hatespeech
1214676696328220673_twitter,1214676696328220673_twitter,<user> i hate you,"['hatespeech', 'normal', 'offensive']",normal
20220982_gab,20220982_gab,sadiq khan a nasty paki muslim said this is part and parcel of life in london and wants all non muslims out of london so he can bring in <number> million more muslims <number> fucked up mps are all for it know thy enemy,"['hatespeech', 'offensive']",hatespeech
15353202_gab,15353202_gab,president trump i applaud you for highlighting the moslem issue ban islam speak freely,['normal'],normal
2778451_gab,2778451_gab,<user> it was cynical for moslem countries to force western countries to take them not take any of their own and now the hosts are forced to adapt to their parasites way of life,"['hatespeech', 'normal']",normal
13921347_gab,13921347_gab,last i heard this moron was all for refugees and not condemning jihadi islamists for attacks you can not have your cake and eat it too dumbass,"['hatespeech', 'offensive']",offensive
1178547019104710659_twitter,1178547019104710659_twitter,<user> a guy who have a superiority complex about islam did not go to a muslim country andar ka indian mara nahi i love my india par rehna nahi hair i love muslim countries par rehna nah hai,['normal'],normal
1178929248402173952_twitter,1178929248402173952_twitter,i hate faggots,['hatespeech'],hatespeech
1210439929198608384_twitter,1210439929198608384_twitter,ever since i called my dad out on he homophobia he stopped a winning,['normal'],normal
1117258654959505408_twitter,1117258654959505408_twitter,mad fine women with no substance it be such a waste,['normal'],normal
1179053152655405057_twitter,1179053152655405057_twitter,<user> i fucking hate you but i love you i was just talking to my senior co worker about getting rick rolled because it was on the radio and how i have not seen it happen in so long,['normal'],normal
27000152_gab,27000152_gab,gay moslem march,"['hatespeech', 'offensive']",hatespeech
27106705_gab,27106705_gab,i am the reaction to the shitskin invasion,"['hatespeech', 'normal']",normal
17446936_gab,17446936_gab,don t talk shite kike moslems are less than <number> percent americas fucked plus we never had a kenyan leader an you say you re a white country you are not even white you1re jewish,"['hatespeech', 'offensive']",hatespeech
1076059642537496576_twitter,1076059642537496576_twitter,<user> children future the rate they will join the young nazi movement stop being an idiot and read about the eu nazi origins,"['normal', 'offensive']",normal
9586947_gab,9586947_gab,did the media whores see this trump shaking hands with putin trump clearly working with putin for america just announced they agreed on syria cease fire hell yeah so the ohell syrian mussie refugees go home now deport deport,"['hatespeech', 'normal']",hatespeech
1080609959061016576_twitter,1080609959061016576_twitter,<user> btw try walking driving or even flying across a us military base not even illegal aliens would get thru 👍 🏻 🇺 🇸,"['normal', 'offensive']",offensive
25950263_gab,25950263_gab,the syrian muslim refugees live among the common people terrorizing raping stabbing and plotting their next attack against the infidels royals and the other <percent> er globalists live conveniently sheltered from the evils they push on us little people,"['hatespeech', 'normal', 'offensive']",offensive
23617091_gab,23617091_gab,we are all out of altruism all we got in stock is generous ultimatums some kike moved in next door and undersold us,"['hatespeech', 'offensive']",hatespeech
10231411_gab,10231411_gab,they are vile barbaric low iq ugly sand niggers,['hatespeech'],hatespeech
2184541_gab,2184541_gab,i wonder how long it will be until french muzzies discover that the croissant is actually an insult to their religion and demand that it be banned from french bakeries <time> thoughts gab fam speak freely,['offensive'],offensive
1178749207898836992_twitter,1178749207898836992_twitter,i am not off you all dykes but it monday so i ain t worried about you all today,"['normal', 'offensive']",offensive
10510109_gab,10510109_gab,why i am boycotting thor ragnarok disgusted by the nigger portrayal of heimdal first two movies affront by the japanese director having a sheboon playing a valkerie white women that take the warriors slain on the battlefield to valhalla claiming most suitable actress <number> of <number>,"['hatespeech', 'offensive']",hatespeech
1178123405070962693_twitter,1178123405070962693_twitter,<user> <user> <user> <user> <user> <user> i do not need to your personality does enough i can not imagine how shitty you must be to be around a white kid who calls black people niggers and trans women faggots that says enough 🥴,"['normal', 'offensive']",offensive
7646036_gab,7646036_gab,macron is a butt fucker who will be thrown off the eiffel tower by his moslem overlords,['offensive'],offensive
22250251_gab,22250251_gab,we can tolerate flesh queers faggots and spirit queers xtians if they closet their predilections but the race cause is about race,['offensive'],offensive
24832446_gab,24832446_gab,says the mamzer spic midget with the david hogg physique who cries about lifting weights,"['hatespeech', 'offensive']",offensive
24190945_gab,24190945_gab,yah christian island republic shall not have queers or witches on it if we find any death,"['hatespeech', 'offensive']",hatespeech
3464197_gab,3464197_gab,wow talk about pathetic i hope this bitch leads by example lives right among these rag headed bastards she will not <user>,['offensive'],offensive
24015659_gab,24015659_gab,still not werds nigga you south afreekan too see i fig u for a retarded azz adherent this is amazing how ice block,"['normal', 'offensive']",offensive
24748005_gab,24748005_gab,shitskin logic <user>,"['hatespeech', 'normal', 'offensive']",hatespeech
19513796_gab,19513796_gab,other than ted bundy i have never heard of a violent criminal voting republican republicans should be doing everything in their power to keep felons from voting and if kike judges make that impossible keeping felons in prison imo republicans advocating for muh prison reform is political suicide,['hatespeech'],hatespeech
1261409514042978305_twitter,1261409514042978305_twitter,<user> i dont understand this either but i would unfollow any account posting or retweeting nazi symbols 😳,['normal'],normal
1178657719043198976_twitter,1178657719043198976_twitter,<user> <user> it took you this long to realise that the tories are racist islamaphobic sexist and anti working class theyre a party for rich white people always have been always will be,['normal'],normal
1178177759971086336_twitter,1178177759971086336_twitter,anyways the fact that her outfit directly violates france law abt no face coverings veils but is still headlined in paris fashion week shows that the law was never abt obscured facial identification but abt white supremacy and islamophobia,['normal'],normal
22913175_gab,22913175_gab,and just like you she is a welfare whore with a passel of half breed nigger brats and we all cheer her loss faggot 😂,['hatespeech'],hatespeech
26426645_gab,26426645_gab,white trailer trash lol how many baby mommas does he have and he has what a <number> year old son and a <number> year old yeah ghetto trash,['offensive'],offensive
1104165023528730625_twitter,1104165023528730625_twitter,flaw ass niggas and bitches,['normal'],normal
15883057_gab,15883057_gab,<number> genetics by current estimates ghetto dwellers breed more ghetto dwellers welfare is dysgenics writ large,"['normal', 'offensive']",normal
22783429_gab,22783429_gab,if obama shows up at your mosque do not let him in hes a queer first then a phony muslim just like hes a phony american mussie do not abide with gays and there have been to much proof he is well into men,"['hatespeech', 'offensive']",offensive
1179096367496679426_twitter,1179096367496679426_twitter,<user> kill yourself lol,['normal'],normal
27027259_gab,27027259_gab,yah gots to stop da violence,['normal'],normal
24147943_gab,24147943_gab,fuck these kike rats,"['hatespeech', 'offensive']",hatespeech
12724363_gab,12724363_gab,you know what i roughly gather from them banning me for saying that i gather the hidden message that i am supposed to be fucking blacks and arabs jesus christ another time i was kicked off for saying i do not do crack it a ghetto drug,"['hatespeech', 'offensive']",hatespeech
1178677200389840898_twitter,1178677200389840898_twitter,1 h de retard au work shessh,"['hatespeech', 'normal']",normal
27790684_gab,27790684_gab,when you put it this way it sounds a bit retarded,"['normal', 'offensive']",offensive
11717498_gab,11717498_gab,paul ryan is a retard because ryan care was his baby that got rejected in practice ryan is mad trumpcare has a foreseeable future ryan wanted to be the one with the alternative to aca obamacare whimp,"['normal', 'offensive']",offensive
14560961_gab,14560961_gab,and a cucked sand nigger no less,"['hatespeech', 'normal']",hatespeech
1256299337644150785_twitter,1256299337644150785_twitter,<user> nope the gays do,['offensive'],offensive
23877736_gab,23877736_gab,my goal on this site is expose the filthy disgusting hoodrat nigger bitch in all of her whoredom and debauchery stand by more truth coming,"['hatespeech', 'offensive']",hatespeech
24050044_gab,24050044_gab,there are too many mosques therefore they have no need to pray in the streets it is a form of intimidation that moslem shite use on a regular basis to create havoc and totally piss off the indigenous people stop islam stop koran ban street prayer keep fighting michael,['hatespeech'],hatespeech
18457010_gab,18457010_gab,innocent refugees are just looking to work hard and haiti has some wonderful opportunities in construction and skilled trades also bartending for past their prime celebrities on vacation is a hot trend conaninhaiti,['normal'],normal
1174120792352800773_twitter,1174120792352800773_twitter,can ’ t fw a nigga who doesn ’ t know how to manage his time,"['normal', 'offensive']",offensive
20238487_gab,20238487_gab,as the kike dreidle turns,"['hatespeech', 'offensive']",hatespeech
12312764_gab,12312764_gab,and germany is on the fast track to be bred into the next iran enjoy your voluntary downfall as your women give birth to more and more muslims,"['hatespeech', 'normal']",hatespeech
1179091366283862016_twitter,1179091366283862016_twitter,boo sorry did i scare you wassup gurl 😉 😉 😊 its cocktober 😈 🌚 🍂 🍃 🍁 and if you 👈 🏽 are getting this 👇 🏽 😘 it means ur a halloween 👻 🎃 hoe 😏 😩 👅 💦 every year in cocktober the jack o slut 🎃 comes to life 🙀 😻 🙌 🏽 👏 👏 🙌 🏽 coming to harvest 🍁 🍂 🍃 his hoes for thot -o- ween 😏 😏 💥,['offensive'],offensive
26269323_gab,26269323_gab,i smile when i see lgbtq jews same with mudshark jews breed em out of existence the only good jew is a queer jew japs ❤️ bbc,['hatespeech'],hatespeech
