,id,example,label,positive
310,422,butt chug 4lokos or nah,offensive,1
311,39,Buckm00se letsargueboxing sand nigger ran over some Kidd,hate,1
312,160,I be waking up on some new shit like fuck that bitch shit,hate,1
313,269,If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,none,0
314,571,"RT HeavensWay_: &#8220;Thompson_Era: &#8220;JuniorMaye8: Thompson_Era it goes to her ego&#8221; 

And her head bc it sholl is big&#8221; bye bitches",offensive,1
315,137,"tell the hating niggah 
stfu",hate,1
316,27,Oskzilla fuck you fag!,hate,1
317,446,King_4_Murphy pussy,offensive,1
318,274,"""g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" peta",none,0
319,454,Old hoes get mad when you don't show them the attention they want.,offensive,1
320,360,"I, for one, welcome our new Eastern Panhandle overlords, and hope they do a better job than the yokels who got us here in the first place.",none,0
321,420,Middle Eastern and Indonesian women are beautiful. Never seen a ugly bitch in a Bollywood film ever,offensive,1
322,584,So just chill hoe,offensive,1
323,163,_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol,hate,1
324,109,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman",hate,1
325,535,ThomasNye1 oh u can dog her out but don't show that hoe no love if u doing it with ya ol lady,offensive,1
326,343,RT BaddieBellaDona: Instant mashed potatoes are trash &#128686;,none,0
327,215,RT SaertjeMirror: I am a zebra amongst the sheep.,none,0
328,290,"RT TwitchyTeam: Low turnout reported, but Charlie Crist just filed and emergency motion to extend voting hours in Broward Co. ",none,0
329,515,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",offensive,1
330,370,"TasogarenoRaiko If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.",none,0
331,88,RT MANIAC3X: NotoriousBM95 Woody_AFC _WhitePonyJr_ santi_4l Bamoose12 start crying and stalking him faggot. I want to laff,hate,1
332,386,Titan4Ever2488 how are Yankees games on the radio? Good announcers?,none,0
333,140,Newser big fucking deal...cry baby niggers,hate,1
334,21,SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people,hate,1
335,204,RT B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP,none,0
336,214,"dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",none,0
337,354,"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane""",none,0
338,15,PatriotsOrg Screw the ragheads.,hate,1
339,73,Versanche only faggots drive stick,hate,1
340,65,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl,hate,1
341,217,"jasonjwilde On that 4th down incompletion, both the slants looked like better options. Shame, but there&#8217;s a youth &amp; lack of trust going on.",none,0
342,297,"Good! She's a ghetto thug! &#8220;grasswire: ""So FPD just arrested SenNasheed for being in the street. #Ferguson&#8221; ",none,0
343,510,Raised Round real niccas no decoy,offensive,1
344,578,N%a hit the butta slide at the end of that bitch &#128514;,offensive,1
345,467,RT Miss_Jamieeee: &#8220;iDocLyfe: The Power Thrust  really in that hoe omg &#128514;&#128514;&#128527;,offensive,1
346,401,Blood this nigga Dion retarded,offensive,1
347,25,"Dad just yelled out ""in bout to fry some chicken like a nigger""",hate,1
348,177,"If you would have followed George Washington in 1776, it means that you're white trash.",hate,1
349,54,Buckm00se all us beaners were pissed like robert when the jew ref stopped it,hate,1
350,552,"Fuck that Dancehall shit, thru that #TWERKTAPE on bitch",offensive,1
351,344,ACMobbDeep madsbennett yeah I run over squirrels and coons,none,0
352,563,&#8220;_Perarl: Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick,offensive,1
353,582,Dick so little ugly hoes tryna find me.,offensive,1
354,498,red_daddy17 lilJohn_Fnv9 man fck dat tranny.... Juwanna man ass nigga....,offensive,1
355,232,She's just mad cuz her big toe looks like an angry bird! Haha,none,0
356,331,"eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",none,0
357,438,My nigga got me hanging out with his fat catfish bitch smh,offensive,1
358,18,"""Who the fuck you callin jiggaboo, nigga?!""",hate,1
359,356,Khloee's new backpack that we colored last night! &#127912; ,none,0
360,527,Still downtown with these bitches.,offensive,1
361,296,"under my windoowww &#8220;brettcanfly: Bleaching your teeth, smiling flash, talking trash, under your breath&#8221;",none,0
362,523,allsportsbruh literally retarded. You were dropped on your head.,offensive,1
363,540,"RT LoyalPeopleOnly: Kanye was like... ""If ANY of you bitches even THINK about attacking me in the elevator&#128527;""

",offensive,1
364,564,"!!!!!!""__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!""",offensive,1
365,9,MarkHalperin WSJopinion BarackObama Anything to trash this black President!!,hate,1
366,101,"Fugazi3011 ""leave you beaner retard""",hate,1
367,52,Women who are feminist are the ugly bitches who cant find a man for themselves,hate,1
368,359,BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,none,0
369,90,ktpowers98 WendyDavisTexas Ha Ha Ha no good fat dyke,hate,1
370,95,kitten_nugget69 stfu dyke looking hoe.,hate,1
371,7,wclemons thejoelberggren anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,hate,1
372,516,CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit,offensive,1
373,283,"""I am a thrill billy..with a hillbilly heart."" -billyraycyrus. HAHAHAHAHA Jesus Murphy!",none,0
374,589,I hate a nosey bitch like mind yah business,offensive,1
375,226,Supporters of officer Darren Wilson rally in St Louis  #ferguson #kkk #tcot #tpot #teabaggers #teaparty,none,0
376,156,garrett_winker wow u hoe is the term for women,hate,1
377,0,"RT Tiqqz: ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",hate,1
378,179,Shmalec13 ya fag,hate,1
379,479,"RT TeGustaaa: If you suppose to be a man, don&#8217;t be a bitch.",offensive,1
380,111,"_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",hate,1
381,369,RT Shalewis09: Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.,none,0
382,312,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... ",none,0
383,419,RT LouieVRee: If that nigga Santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,offensive,1
384,300,cheeky lol RT _MELiSA_jay: I want those all black and yellow 95's again... ughh I &#9825; those,none,0
385,521,"1SonofYahweh he aint a real nigger, oh my bad a real nigga, but praise the sonsof satan for having not a realnigger qualitaties. Im hating?",offensive,1
386,78,RT Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,hate,1
387,23,RT Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,hate,1
388,286,"RT HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 ",none,0
389,394,The Pirates have made the playoffs and the Yankees are out...hell has frozen over,none,0
390,139,bellaangeletti no ud still be a fag if I was lolz,hate,1
391,87,SMASEY you're such a faggot,hate,1
392,35,Need a bitch to drop it down for a niggah,hate,1
393,306,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector'  via BreitbartNews,none,0
394,324,Pierce would've easily drained all these shots with us. He's so trash now smh,none,0
395,49,IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,hate,1
396,239,RT boominator: &#8220;CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates  ,none,0
397,299,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,none,0
398,260,"Meet India&#8217;s amazing, death-defying monkey king &#8594;  ",none,0
399,548,ShawnieceQB i remember a time when Hilfiger wus seen as being above Polo...until he said he aint wan niggers wearing his ish...,offensive,1
400,143,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now,hate,1
401,244,RT MCGetBizzy: Rise of the planet of the apes ,none,0
402,292,Floppy bird chalmers over here taking after his hero LeBron,none,0
403,165,"RT SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox",hate,1
404,507,RJ_diggins86 get some sleep pussy.,offensive,1
405,26,"yawlknow HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",hate,1
406,28,"I'm starting to not like meek, this nig a lil to arrogant for me",hate,1
407,162,Your acting like a spoiled little faggot have fun,hate,1
408,115,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,hate,1
409,522,"RT HennyHeathen: Bitches eat mad beef,drink Henny and do the shmoney dance that's why they pussy always stink",offensive,1
410,567,I been getting money I ain't worried bout a hoe &#128175;&#128584;&#9996;&#65039;&#128526;&#128081;&#128076;&#128591;&#128129;,offensive,1
411,330,Mdnate interested. Just wanted to see a better pic of the soles,none,0
412,235,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] Tinashe",none,0
413,284,&#8220;__Black_Jesus: &#8220;lil_aerii: Happy new year &#127882;&#127881;&#127881;&#127881;&#127881;&#127881;&#127881;&#127882;&#127882;&#8221; check yo clock Hun we got another hour lol..&#8221;they just did the lil count down thing,none,0
414,415,"RT Anointed_Mouf: Would be so happy, so many bitches would be humbled RT djdmt: How would you feel if they discontinued the sale of weave""",offensive,1
415,321,"alexnolan1990 claddos takutaneka regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",none,0
416,591,"RT Luisaco_: Tonymartinezz15 dude last day, fuck it walk out that bitch",offensive,1
417,79,hellootitty nigger,hate,1
418,413,"I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !",offensive,1
419,130,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.,hate,1
420,481,BengyBenFrank niggah follow me back &#128529;,offensive,1
421,113,Smh u niggers &amp; ur music knowledge,hate,1
422,363,#Yankees Damn. Well Joe that move to the bullpen really helped.,none,0
423,364,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via Spinrilla. ,none,0
424,590,OsvaldoVause kik me u nigglet I need to know when we outs to the pool,offensive,1
425,210,Officials: Jihadi Cockroaches Now Booking Tickets On Cruise Ships To Syria  ,none,0
426,186,RT occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal,hate,1
427,266,"""FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: BENBALLER hahaha",none,0
428,108,California is home to skater trash.,hate,1
429,184,#milesthompson #goauche #wetback #ca ,hate,1
430,16,kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,hate,1
431,288,I really want a girl to make me some brownies &#128553;&#128557;,none,0
432,93,RT NateThaAlmighty: niggas talk more than bitches these days.,hate,1
433,541,You can't trust no chick that got a pet cat b those bitches be mad sneaky,offensive,1
434,133,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",hate,1
435,33,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; ,hate,1
436,371,JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,none,0
437,59,"RT DefendWallSt: ...wow? RT 1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",hate,1
438,53,nosfiend215 faggot696969 niggers,hate,1
439,443,I rarely drink so drunk bitches irritate me,offensive,1
440,82,RT salomanizor: Too many faggots on here that think they can address me by my first name,hate,1
441,512,"&#8220;Mix_Mommie: I hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;I be like ""BITCH WIT DA RED DOOR HOE""&#128514;&#128514;",offensive,1
442,539,School sucks more dick than the hoes who attend it.,offensive,1
443,378,RT Yankees: The EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain ,none,0
444,277,"RT markhoppus: Yes, yes I know all about the FOB reconciliation. IT WAS MY IDEA! You're welcome.",none,0
445,470,nikkiconner13 bellabelcastro trippy hoes &#127744;&#127744;,offensive,1
446,195,The #midwest of the US is white trash.,hate,1
447,20,who__CHRISJONES WhyYouSoShort who is dis crack ass cracker,hate,1
448,322,RT netflix: Here's your first look at Charlie Cox as Matt Murdock in #Marvel's Daredevil on #Netflix #NYCC ,none,0
449,75,' Don't sleep on ma niggah CHood &#128076; CharleyHood &#128175;&#128175;,hate,1
450,10,RT dirtyskimask: Lmaooo Friday After Next? &#8220;1stName_Bravo: You like that yo son's a fag?&#8221;,hate,1
451,500,RT SortaBad: A boy won the Scripps Spelling Bee by spelling 'knaidel'. Used in a sentence: I'll never get any pussy because I know how to &#8230;,offensive,1
452,576,kmagalyv some scandalous hoes then!!! Lmao,offensive,1
453,278,"&#8220;A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",none,0
454,436,"&#8220;bigg_boss23: I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..&#8221; ",offensive,1
455,339,Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin  #lgbt #teaparty #gaymarriage #ssm,none,0
456,347,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;,none,0
457,224,akaREKT LadyVodkax in with the go to air out with the bad air and where's my next brownie,none,0
458,383,if ur girl watch Snapped in front of u she trying to spook u!!!,none,0
459,30,2 beer queer,hate,1
460,158,bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one,hate,1
461,556,RT jusabadgirl_: Nothing I hate more than a SNEAKY bitch,offensive,1
462,399,RT Pointdexter: Charlie Sheen gets it ,none,0
463,459,Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;,offensive,1
464,549,Ahmed's moms bomb pussy&gt;&gt;&gt;,offensive,1
465,503,&#8220;Traceydee98: I want pussy for dinner&#8221;,offensive,1
466,230,"Mr President &amp; homeland security, please ignore any foreign threats and focus your sole attention on our police force #ACAB #LANDOFTHEFREE",none,0
467,482,AmericaAnti You're dismissed bitch. Not in the mood for fucktards this morning. #Blocked Darknight420,offensive,1
468,414,This bitch says she's got 150% in school... What the fuck is that bullshit,offensive,1
469,142,Gabby's a bitch and has two accounts,hate,1
470,185,Iont see how some of you niggas fags!!,hate,1
471,594,lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr,offensive,1
472,4,shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,hate,1
473,48,RT Italian_Montana: &#8220;arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,hate,1
474,310,"note to self: boiling water hot, monkey brain",none,0
475,425,&#8220;CiddyP_60: I wouldn't trust a male cheerleader  All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches,offensive,1
476,182,"""CB_Baby24: white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",hate,1
477,449,Slaw ass team time to start dat bitch ova,offensive,1
478,499,"Apple sauce, bitch.",offensive,1
479,346,"RT InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*",none,0
480,592,wonder if they gon have em for the low on nigger friday....,offensive,1
481,193,Arbogucci guys not supposed to get their ass sucked queer,hate,1
482,37,JungleFeverFren fuck u nigger,hate,1
483,456,"RT YaBoyMJ23: rt for the real niggas
fav for the bitch niggas ",offensive,1
484,247,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,none,0
485,398,MinuteManX1776 TheyKnowNotWhat &lt;&lt; closet muzzie MayberryJustin AllForCountry LilMissPrepper ritzy_jewels glinsan1,none,0
486,106,Heard that bitch gtta thang for them boss niggas,hate,1
487,42,dantoomey2 fuck you faggot,hate,1
488,201,"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",none,0
489,89,"RT _politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",hate,1
490,533,I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious,offensive,1
491,243,simons_lives keep in shape for the ski slopes,none,0
492,455,Leave the bitchen to bitches,offensive,1
493,141,"RT kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",hate,1
494,519,"&#8220;Jaime_915: Thompson_Era HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;",offensive,1
495,272,SSickStory Lester tried to eat your bird,none,0
496,100,"drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere",hate,1
497,473,I really committed to fucking with the richest of bitches,offensive,1
498,412,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... ",offensive,1
499,484,RT _KJTheGreat: Four Brothers showed the bitch in a lot of niggas. I would've killed. I would've killed Victor Sweet if I was one of his l&#8230;,offensive,1
500,471,RT Jazsmin__: You always ugly to a bitch that don't like you&#128564;,offensive,1
501,593,RT DBlockDeuce_215 My Face when bitches expect me to care ,offensive,1
502,67,RT Kriegsson: On Nigger Day we honor nigger traditions by not working.,hate,1
503,281,"RT Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: ",none,0
504,534,RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call,offensive,1
505,91,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",hate,1
506,566,I'm just gonna get my dog to eat a bitch,offensive,1
507,76,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,hate,1
508,444,Scrappy got the hoes &#128056;&#9749;&#65039;.. It's 3 of em on stage I wonder how many in the audience,offensive,1
509,334,RT Luke5SOS: 5sos are trash !,none,0
510,211,GregHillWAAF soo what you putting on those crackers Gregg?,none,0
511,119,chanelisabeth that nigger music,hate,1
512,409,RT lyvvvm: I'm such a bitch lmao I really just say what's on my mind though can't help it,offensive,1
513,265,"RT delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing",none,0
514,24,It's a lot of Uncle Tom ass niggas out here.,hate,1
515,97,sbsylvester kieffer_jason hunterbuch66 bitch u ugly then hoe,hate,1
516,68,MrMooncricket FuckTheMallcops AtBlackface UncleUnco BobbyBotsods RacistNegro69 y'all is coons n uncle toms,hate,1
517,31,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; ",hate,1
518,151,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",hate,1
519,8,sizzurp__ bootyacid ILIKECATS74 yoPapi_chulo go back to lego club faggot,hate,1
520,13,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,hate,1
521,172,"I wish faggots like tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",hate,1
522,150,EvanDMyers nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one,hate,1
523,22,Sonnen is a faggot,hate,1
524,353,Someone come take these brownies away from me before I eat the whole pan!,none,0
525,135,GlitteredInPink hoe don't tweet me,hate,1
526,188,RT LuieSanches: PROUDLY a racist. u dumb nigger,hate,1
527,69,You're a faggot if you use the cover your face emoji,hate,1
528,183,Steven_ratata bye youre a queer,hate,1
529,429,KILLQuana choke on something hoe,offensive,1
530,485,SteveStockmanTX didnt you propose the brilliant idea of college students packing heat? You are a savant! #dumbass teabaggers,offensive,1
531,206,FrancoisKilljoy Marshall Law! Whatever you coon,none,0
532,116,saraelizabethj4 that's what happens when you date a colored,hate,1
533,228,"""jethromass: Photo:  he is in sole heaven",none,0
534,595,This bitch is so annoying&#128530;&#128530;,offensive,1
535,511,RT GettEmm_Jay: So before you wear a thong get yo pussy in check,offensive,1
536,50,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,hate,1
537,279,Pepper_Redbone Yankees Mets Exactly by folks who can't favor to get into that lovely old stadium.,none,0
538,572,&#8220;Quis_2TurntUp: &#8220;1017_Sqquad: Iont got no type&#8221;bad bitches is the only thing that I like &#128111;&#128131;&#128131;&#8221;aye I'm just living life,offensive,1
539,453,RT LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...,offensive,1
540,72,RT bankheist: you're a retard ShawnaCarr99,hate,1
541,263,RT TedNugent: Gun control talks with gunrunning Eric Holder on board. We r the planet of the apes,none,0
542,314,peteyhoti that funky monkey,none,0
543,246,Wow redskins don't want this,none,0
544,558,Laurenlablue11 basically we ain't got room for basic bitches.,offensive,1
545,66,"infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",hate,1
546,144,Stu a rape faced faggot man I'm sick of this nigga,hate,1
547,81,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me,hate,1
548,46,My advice of the day: If your a tranny.....go fuck your self! ,hate,1
549,203,Chris Paul trash LMFAO,none,0
550,291,"Any solution to ZOG which doesn't deal with demographics - only laws - is no solution.
#NorthwestImperative
",none,0
551,256,"jesslaw Ha! I'm actually going to see a Yankee game, as weird as it sounds. My uncle's house in NJ is an hour away.",none,0
552,282,On a mission to find some zebra cakes,none,0
553,305,"WEBBERS! RT DMILZ4: Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 ",none,0
554,452,RT ImNotTwitFamous: Bob Marley wrote about peace but all you hoes remember him for is smoking a blunt,offensive,1
555,352,That's right I'm making brownies right now &#128526;&#128523;,none,0
556,171,"Misplaced_Momma 
She be what we say in da hood white trash",hate,1
557,489,"RT Priceless_KP: It ain nun to cut dat bitch awf 

- Verizon",offensive,1
558,561,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low.""",offensive,1
559,544,Dress like you're gonna see that bitch you hate everyday &#128139;?,offensive,1
560,289,dabbba Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,none,0
561,405,Dumb nigguh,offensive,1
562,294,Our female guinea pig is pregnant &#127882;&#127881;&#127873;&#128525;&#128525;&#128525;,none,0
563,107,skrabah Don't my nigga me honkie,hate,1
564,307,loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,none,0
565,520,"Look A Y'all Makeup bitches , Lookin like a ghost when ya wake up bitches",offensive,1
566,209,Went to an open house today &amp; the place was trash. Ewww,none,0
567,318,RT Buckm00se: abel is a 43 yrs old beaner working  home depot and he didn't want to hang out with you = major L,none,0
568,62,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; Cryystalina,hate,1
569,506,I know yall bitches tell yall selfs #WWHD what would hustlelinaa do &#128514; cuz yall asses stay following me &#128527;,offensive,1
570,189,kieffer_jason zach_smith98 NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,hate,1
571,64,Fucking redneck queers and their game invites,hate,1
572,585,"thats top off, pop off, im with my dogs like stewie griffin, bitches hear me they be like ooh he rippin",offensive,1
573,586,ronniecaine no in the instrumental I'm not retarded -_-,offensive,1
574,428,"RT roach_nigga: yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too ",offensive,1
575,315,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty,none,0
576,465,&#8220;JalapenoBright: This hoe waited until she got 45 to make a sextape chile..  OH MY LORD&#128561;,offensive,1
577,351,RT That1guyJeff: RT rebeccaisfresh: carrot cake is trash. too sweet. ,none,0
578,573,"RT SheisJasNicole: Them hoes are temporary, but a good woman will always be a good woman.",offensive,1
579,147,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,hate,1
580,493,But they only talk on twitter bc pussies in real life,offensive,1
581,532,"RT PizzaBeforeHoes: Move dat muscle hoe &#128548; 
""Tell me watchu mad foe""&#128170;&#128514; ",offensive,1
582,565,DanielDavidLee xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,offensive,1
583,543,RT CHlLDHOODRUINER: gotta keep these hoes on point ,offensive,1
584,240,"RT breely216: The recommended serving size for brownies is ""all of them.""",none,0
585,546,You ain't squad lil bitch,offensive,1
586,191,Can't take u coons nowhere &amp; I mean nowhere,hate,1
587,400,"don07052 almost mad a nigguh catch some stacks at lunch, close one",offensive,1
588,58,RT imDOPE_GetHigh: Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!,hate,1
589,466,Pumpkin spice Marlboro's for da hoes,offensive,1
590,311,truckpartstores Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there,none,0
591,154,I'm obviously not talking about CoD because that game is for queers.,hate,1
592,551,"LampreyMilt DelSchilling BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada.",offensive,1
593,451,"""I'm comparing KFC to the pussy"" MaxOn_MaxOff5",offensive,1
594,598,"&#8220;DrMalvo: woods_lamar 



Hidey hidey hoe! White folk be all noyvous round coloreds",offensive,1
595,448,"RT YahDontSay: ""TaeCocky: Periods dont stop nothing but a sentence boo, let me taste that pussy.... I bet u taste like quarters"" ",offensive,1
596,488,Am I really going to sit here and cry like a bitch....,offensive,1
597,117,&#8220;My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot,hate,1
598,245,mandaxll2963 yellow is even better,none,0
599,362,Yankees and we all fell asleep Frizzle18,none,0
